config,entry_time,exit_time,side,size,entry_price,exit_price,pnl_pct,exit_type,holding_minutes,l1_regime,l4_volatility_bucket,exhaustion_bucket
c_exec_aligned_partial_veto,2025-12-06 12:00:00+00:00,2025-12-06 16:00:00+00:00,-1.0,1.0,89713.4,89369.4,0.0038344327603234696,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-07 04:00:00+00:00,2025-12-07 08:00:00+00:00,-1.0,1.0,89337.1,89109.4,0.0025487731300882777,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-07 20:00:00+00:00,2025-12-08 00:00:00+00:00,-1.0,1.0,90345.4,89883.51632,0.005112420554892694,TRAIL,151.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-09 16:00:00+00:00,2025-12-09 20:00:00+00:00,-1.0,0.5,93761.9,93533.94952,0.0012155815955094962,TRAIL,34.0,bull,low,mid
c_exec_aligned_partial_veto,2025-12-10 20:00:00+00:00,2025-12-11 00:00:00+00:00,-1.0,1.0,91977.5,93203.560075,-0.013330000000000064,SL,8.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-11 16:00:00+00:00,2025-12-11 20:00:00+00:00,-1.0,1.0,90793.5,90272.0548,0.005743199678391098,TRAIL,41.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-12 00:00:00+00:00,2025-12-12 04:00:00+00:00,-1.0,1.0,92234.3,92012.93768,0.0023999999999999577,TRAIL,95.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-13 12:00:00+00:00,2025-12-13 16:00:00+00:00,-1.0,1.0,90055.4,90150.9,-0.0010604583400883882,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-14 04:00:00+00:00,2025-12-14 08:00:00+00:00,1.0,1.0,90205.1,89308.2,-0.00994289679851812,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-15 12:00:00+00:00,2025-12-15 16:00:00+00:00,1.0,1.0,86996.6,88013.00271999999,0.011683246471700937,TRAIL,154.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-15 16:00:00+00:00,2025-12-15 20:00:00+00:00,1.0,1.0,86104.2,86462.23664,0.0041581785789777115,TRAIL,36.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-17 08:00:00+00:00,2025-12-17 12:00:00+00:00,-1.0,1.0,86939.3,86718.33144,0.0025416418121609885,TRAIL,230.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-17 12:00:00+00:00,2025-12-17 16:00:00+00:00,-1.0,1.0,87191.4,86982.14064,0.0023999999999999577,TRAIL,67.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-19 08:00:00+00:00,2025-12-19 12:00:00+00:00,-1.0,1.0,88169.9,87958.29224,0.0023999999999999577,TRAIL,52.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-19 12:00:00+00:00,2025-12-19 16:00:00+00:00,-1.0,1.0,87925.6,87714.57856000001,0.0023999999999999577,TRAIL,163.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-19 16:00:00+00:00,2025-12-19 20:00:00+00:00,-1.0,1.0,87812.8,87512.09024,0.0034244410837599437,TRAIL,199.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-20 00:00:00+00:00,2025-12-20 04:00:00+00:00,1.0,1.0,88165.3,88239.9,0.0008461378796418284,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-20 08:00:00+00:00,2025-12-20 12:00:00+00:00,1.0,1.0,88243.6,88134.6,-0.0012352170582342614,TIME_EXIT,240.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-20 16:00:00+00:00,2025-12-20 20:00:00+00:00,1.0,1.0,88196.3,88320.8,0.0014116238436305828,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-20 20:00:00+00:00,2025-12-21 00:00:00+00:00,1.0,1.0,88320.8,88043.2,-0.0031430874720338453,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-21 04:00:00+00:00,2025-12-21 08:00:00+00:00,1.0,1.0,88138.7,88570.6,0.004900231113007303,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-21 20:00:00+00:00,2025-12-22 00:00:00+00:00,1.0,1.0,88621.3,88727.5,0.001198357505475478,TIME_EXIT,240.0,bull,low,low
c_exec_aligned_partial_veto,2025-12-22 16:00:00+00:00,2025-12-22 20:00:00+00:00,-1.0,1.0,88011.1,89184.28796300001,-0.013330000000000064,SL,1.0,bear,low,low
c_exec_aligned_partial_veto,2025-12-23 08:00:00+00:00,2025-12-23 12:00:00+00:00,-1.0,1.0,87813.9,87603.14663999999,0.0024000000000000687,TRAIL,199.0,bear,low,low
